Columna2,Columna3,Columna4,Columna5,Columna7,Columna8,Columna10,Columna11,Columna12,Columna13,Columna15,Columna16,Columna17,Columna18,Columna19,Columna20,Columna21,Columna22,Columna24,Columna25,Columna26
ACUSACION,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SECCIONAL,SEXO_VICTIMA,TOTAL_VICTIMAS
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SOGAMOSO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SUTAMARCHÁN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MANIZALES,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALDAS,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,ADULTO MAYOR DE 60,NO,NO,SI,Ley 906,LA DORADA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALDAS,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MANIZALES,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALDAS,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,LA DORADA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALDAS,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,FLORENCIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,LA MONTAÑITA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,PRIMERA INFANCIA 0 - 5,SI,SI,SI,Ley 906,FLORENCIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,PAZ DE ARIPORO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CASANARE,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MIRANDA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,SANTANDER DE QUILICHAO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,GUAPI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,MIRANDA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SANTANDER DE QUILICHAO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,PUERTO TEJADA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,POPAYÁN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,LA JAGUA DE IBIRICO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CESAR,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,QUIBDO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,RIOSUCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,Ley 906,BAJO BAUDÓ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MADRID,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CHÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,VILLETA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,EL ROSAL,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SOACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,MASCULINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,ÚTICA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SOACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SOPÓ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,FACATATIVÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,COTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,SOACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Guainía,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,INÍRIDA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE GUAINÍA - VAUPÉS,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SAN AGUSTÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,INFANCIA 6 - 11,SI,NO,SI,Ley 906,SAN AGUSTÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,MASCULINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,NEIVA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,NEIVA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,NEIVA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,La Guajira,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,RIOHACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SANTA MARTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,INFANCIA 6 - 11,SI,SI,SI,Ley 906,FUNDACIÓN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,MASCULINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SAN ZENÓN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,FUNDACIÓN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,VILLAVICENCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,VILLAVICENCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,TERMINACIÓN ANTICIPADA,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,VILLAVICENCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,VILLAVICENCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,VILLAVICENCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,LEJANÍAS,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,PUERTO CONCORDIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE GUAVIARE,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,LEJANÍAS,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,ADULTO MAYOR DE 60,SI,NO,SI,Ley 906,LA ESPERANZA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,TERMINACIÓN ANTICIPADA,SIN DATO,SI,NO,SI,Ley 906,VILLAGARZÓN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE PUTUMAYO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,PUERTO ASÍS,Colombia,Colombia,DIRECCIÓN SECCIONAL DE PUTUMAYO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,PUERTO ASÍS,Colombia,Colombia,DIRECCIÓN SECCIONAL DE PUTUMAYO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ARMENIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,ADULTO MAYOR DE 60,SI,SI,SI,Ley 906,LA TEBAIDA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CIRCASIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,QUIMBAYA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,PEREIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE RISARALDA,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,PEREIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE RISARALDA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BUCARAMANGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,INFANCIA 6 - 11,SI,SI,SI,Ley 906,CURITÍ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,BUCARAMANGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,PRIMERA INFANCIA 0 - 5,SI,NO,SI,Ley 906,BUCARAMANGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,COYAIMA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,COYAIMA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,FRESNO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ESPINAL,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,DOLORES,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,ESPINAL,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,PALOCABILDO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,TULUÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,BUENAVENTURA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BUENAVENTURA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,11
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,Colombia,Venezuela,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PALMIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,MASCULINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CANDELARIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,JAMUNDÍ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,PALMIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,YUMBO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,2
SI,2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,BUENAVENTURA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMENINO,1
