Columna2,Columna3,Columna4,Columna5,Columna7,Columna8,Columna10,Columna11,Columna12,Columna13,Columna15,Columna16,Columna17,Columna18,Columna19,Columna20,Columna21,Columna22,Columna24,Columna25,Columna26
ACUSACION,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SECCIONAL,SEXO_VICTIMA,TOTAL_VICTIMAS
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PUERTO TEJADA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PUERTO TEJADA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,POPAYÁN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,FACATATIVÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SAN AGUSTÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE HUILA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,La Guajira,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MAICAO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,EL BANCO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,SANTA MARTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,VILLAVICENCIO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE META,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,MASCULINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,MONTENEGRO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,MASCULINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,QUIMBAYA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,BUCARAMANGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,ALVARADO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,RIOFRÍO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,JAMUNDÍ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,PALMIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2015,2015,2015,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,SIN DATO,SI,NO,NO,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CARTAGENA DEL CHAIRÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,AGUAZUL,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CASANARE,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SAN JOSÉ DEL GUAVIARE,Colombia,Colombia,DIRECCIÓN SECCIONAL DE GUAVIARE,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,ALBANIA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,Ley 906,BUCARAMANGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,2
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,ROVIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2016,2016,2016,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,COYAIMA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BELLO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,BELLO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,BARRANQUILLA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,2
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,3
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,PRIMERA INFANCIA 0 - 5,SI,SI,SI,Ley 906,SOGAMOSO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,3
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,TUNJA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,NO,Ley 906,TUNJA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,SOGAMOSO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MANIZALES,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALDAS,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,POPAYÁN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Córdoba,INACTIVO,EJECUCIÓN DE PENAS,INFANCIA 6 - 11,SI,SI,SI,Ley 906,SAN JOSE DE URE,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,SOACHA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,CALARCA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,2
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,QUINCHÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE RISARALDA,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,Ley 906,CUNDAY,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,2
SI,2016,2016,2016,NO,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,"Archipiélago de San Andrés, Providencia y Santa Catalina",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SAN ANDRÉS,Colombia,Colombia,"DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,BARRANQUILLA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,SIN DATO,SI,SI,SI,Ley 906,"BOGOTÁ, D.C.",Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,TURBACO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,CARTAGENA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,PAEZ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,TERMINACIÓN ANTICIPADA,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,INZÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CAUCA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,TIERRALTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MONTERÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,Ley 906,MONTELÍBANO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,ZIPAQUIRÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,2
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,FACATATIVÁ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SAN JUAN DEL CESAR,Colombia,Colombia,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SAN JUAN DEL CESAR,Colombia,Colombia,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,La Guajira,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,MAICAO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CIÉNAGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PLATO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,PLATO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Nariño,ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,TUMACO,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NARIÑO,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CÚCUTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,LOS PATIOS,Colombia,Colombia,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MOCOA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE PUTUMAYO,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Quindío,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CALARCA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BELÉN DE UMBRÍA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE RISARALDA,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BUCARAMANGA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SANTANDER,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Sucre,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SANTIAGO DE TOLÚ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE SUCRE,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PALMIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,PALMIRA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CALI,Colombia,Colombia,DIRECCIÓN SECCIONAL DE CALI,FEMENINO,1
SI,2016,2016,2016,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Tolima,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,Ley 906,IBAGUÉ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE TOLIMA,FEMENINO,1
SI,2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,MEDELLÍN,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,GIRARDOTA,Colombia,Colombia,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMENINO,1
SI,2016,2016,2016,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,ANORÍ,Colombia,Colombia,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMENINO,1
